Symbol,SubMitoLocalization_raw,MitoPathway_raw,SubMitoLocalization,MitoPathway
DHRS1,MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",MIM,Metabolism > Lipid metabolism > Cholesterol
DHRS1,MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",MIM,bile acid
DHRS1,MIM,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis",MIM,steroid synthesis
STOM,Membrane,0,Membrane,0
METTL5,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
MSRA,Matrix,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism,Matrix,Metabolism > Detoxification > ROS and glutathione metabolism
MSRA,Matrix,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism,Matrix,Metabolism > Sulfur metabolism
NUDT8,Matrix,Metabolism > Metals and cofactors > Coenzyme A metabolism,Matrix,Metabolism > Metals and cofactors > Coenzyme A metabolism
NMNAT3,Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
SLC25A38,MIM,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family,MIM,Metabolism > Amino acid metabolism > Glycine metabolism
SLC25A38,MIM,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family,MIM,Metabolism > Metals and cofactors > Heme synthesis and processing
SLC25A38,MIM,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family,MIM,Metabolism > Vitamin metabolism > Folate and 1-C metabolism
SLC25A38,MIM,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family,MIM,Small molecule transport > SLC25A family
MPV17L2,MIM,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,MIM,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
ACLY,Matrix,Metabolism > Carbohydrate metabolism > TCA-associated,Matrix,Metabolism > Carbohydrate metabolism > TCA-associated
ABCD2,Membrane,Small molecule transport > ABC transporters,Membrane,Small molecule transport > ABC transporters
FLAD1,Matrix,Metabolism > Vitamin metabolism > Vitamin B2 metabolism,Matrix,Metabolism > Vitamin metabolism > Vitamin B2 metabolism
LIPT1,Matrix,Metabolism > Lipid metabolism > Lipoate insertion,Matrix,Metabolism > Lipid metabolism > Lipoate insertion
DGLUCY,Matrix,Metabolism > Amino acid metabolism,Matrix,Metabolism > Amino acid metabolism
PCK2,Matrix,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated,Matrix,Metabolism > Carbohydrate metabolism > Gluconeogenesis
PCK2,Matrix,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated,Matrix,Metabolism > Carbohydrate metabolism > TCA-associated
NADK2,Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
MPST,MIM,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism,MIM,Metabolism > Detoxification > Xenobiotic metabolism
MPST,MIM,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism,MIM,Metabolism > Sulfur metabolism
NUDT13,Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism
ACACA,Matrix,Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Vitamin metabolism > Biotin utilizing proteins,Matrix,Metabolism > Lipid metabolism > Type II fatty acid synthesis
ACACA,Matrix,Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Vitamin metabolism > Biotin utilizing proteins,Matrix,Metabolism > Vitamin metabolism > Biotin utilizing proteins
ABAT,Matrix,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins,Matrix,Metabolism > Amino acid metabolism > GABA metabolism
ABAT,Matrix,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins,Matrix,Metabolism > Metals and cofactors > Fe-S-containing proteins
HMGCS2,Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism,Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism
ALDH5A1,Matrix,Metabolism > Amino acid metabolism > GABA metabolism,Matrix,Metabolism > Amino acid metabolism > GABA metabolism
CKMT1A,MIM,Metabolism > Nucleotide metabolism > Creatine metabolism,MIM,Metabolism > Nucleotide metabolism > Creatine metabolism
PISD,MIM,Metabolism > Lipid metabolism > Phospholipid metabolism,MIM,Metabolism > Lipid metabolism > Phospholipid metabolism
NDUFB4,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
NDUFB4,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
UQCR11,MIM,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex III > CIII subunits
UQCR11,MIM,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
FAM136A,IMS,0,IMS,0
TOMM5,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",MOM,Protein import
TOMM5,MOM,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",MOM,sorting and homeostasis > Protein import and sorting > TOM
HTRA2,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis",MIM,Protein import
HTRA2,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis",MIM,sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis
NDUFA1,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex I > CI subunits
NDUFA1,MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
MT-CYB,MIM,OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex III > CIII subunits
MT-CYB,MIM,OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits,MIM,Metabolism > Metals and cofactors > Heme-containing proteins
MT-CYB,MIM,OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits,MIM,Metabolism > Electron carriers > Cytochromes
MT-CYB,MIM,OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
GUK1,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
D2HGDH,Matrix,Metabolism > Carbohydrate metabolism > TCA-associated,Matrix,Metabolism > Carbohydrate metabolism > TCA-associated
OPA3,MOM,0,MOM,0
AKR1B10,unknown,Metabolism > Vitamin metabolism > Vitamin A metabolism | Metabolism > Detoxification > Xenobiotic metabolism,unknown,Metabolism > Vitamin metabolism > Vitamin A metabolism
AKR1B10,unknown,Metabolism > Vitamin metabolism > Vitamin A metabolism | Metabolism > Detoxification > Xenobiotic metabolism,unknown,Metabolism > Detoxification > Xenobiotic metabolism
PHYH,Matrix,Metabolism > Lipid metabolism,Matrix,Metabolism > Lipid metabolism
NDUFAF2,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex I > CI assembly factors
NDUFAF2,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
ECSIT,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex I > CI assembly factors
ECSIT,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
PARL,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",MIM,Protein import
PARL,MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",MIM,sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
MRPL42,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
DNAJC4,Membrane,"Protein import, sorting and homeostasis > Protein homeostasis",Membrane,Protein import
DNAJC4,Membrane,"Protein import, sorting and homeostasis > Protein homeostasis",Membrane,sorting and homeostasis > Protein homeostasis
PAM16,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",MIM,Protein import
PAM16,MIM,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",MIM,sorting and homeostasis > Protein import and sorting > Import motor
ALDH3A2,Membrane,Metabolism > Detoxification > ROS and glutathione metabolism,Membrane,Metabolism > Detoxification > ROS and glutathione metabolism
ACSL6,MOM,Metabolism > Lipid metabolism > Fatty acid oxidation,MOM,Metabolism > Lipid metabolism > Fatty acid oxidation
MRS2,MIM,Small molecule transport | Signaling,MIM,Small molecule transport
MRS2,MIM,Small molecule transport | Signaling,MIM,Signaling
ABHD10,Matrix,Metabolism > Detoxification > Xenobiotic metabolism,Matrix,Metabolism > Detoxification > Xenobiotic metabolism
HINT3,unknown,0,unknown,0
PXMP4,unknown,0,unknown,0
OSGEPL1,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
NUDT2,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
CYB5B,MOM,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Electron carriers > Cytochromes,MOM,Metabolism > Metals and cofactors > Heme-containing proteins
CYB5B,MOM,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Electron carriers > Cytochromes,MOM,Metabolism > Detoxification > Xenobiotic metabolism
CYB5B,MOM,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Electron carriers > Cytochromes,MOM,Metabolism > Detoxification > Amidoxime reducing complex
CYB5B,MOM,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Electron carriers > Cytochromes,MOM,Metabolism > Electron carriers > Cytochromes
GRSF1,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules
GRSF1,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing
GRSF1,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay
GRSF1,Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
MRPS18B,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome
DNAJC30,MIM,0,MIM,0
CAT,IMS,Metabolism > Detoxification > ROS and glutathione metabolism,IMS,Metabolism > Detoxification > ROS and glutathione metabolism
DGUOK,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
ACOT9,MIM,Metabolism > Lipid metabolism,MIM,Metabolism > Lipid metabolism
ACSS1,MIM,Metabolism > Lipid metabolism > Fatty acid oxidation,MIM,Metabolism > Lipid metabolism > Fatty acid oxidation
RFK,Matrix,Metabolism > Vitamin metabolism > Vitamin B2 metabolism,Matrix,Metabolism > Vitamin metabolism > Vitamin B2 metabolism
STARD7,IMS,Metabolism > Lipid metabolism > Phospholipid metabolism | Small molecule transport,IMS,Metabolism > Lipid metabolism > Phospholipid metabolism
STARD7,IMS,Metabolism > Lipid metabolism > Phospholipid metabolism | Small molecule transport,IMS,Small molecule transport
CHPT1,MIM,Metabolism > Lipid metabolism > Phospholipid metabolism,MIM,Metabolism > Lipid metabolism > Phospholipid metabolism
MT-ATP8,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex V > CV subunits
MT-ATP8,MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
TIMMDC1,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > Complex I > CI assembly factors
TIMMDC1,MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,MIM,OXPHOS > OXPHOS assembly factors
SPATA19,unknown,0,unknown,0
HTATIP2,Membrane,0,Membrane,0
AKR7A2,Matrix,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > Xenobiotic metabolism,Matrix,Metabolism > Amino acid metabolism > GABA metabolism
AKR7A2,Matrix,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > Xenobiotic metabolism,Matrix,Metabolism > Detoxification > Xenobiotic metabolism
DUT,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
MT-CO3,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > Complex IV > CIV subunits
MT-CO3,MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,MIM,OXPHOS > OXPHOS subunits
DHRS7B,Membrane,0,Membrane,0
MTRF1,Matrix,Mitochondrial central dogma > Translation > Translation factors,Matrix,Mitochondrial central dogma > Translation > Translation factors
TMEM143,MIM,0,MIM,0
NT5M,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
